,authors_full,affiliation
284,"Li, HL; Wang, LB; Dai, YZ; Pu, ZT; Lao, ZH; Chen, YW; Wang, ML; Zheng, XS; Zhu, JF; Zhang, WH; Si, R; Ma, C; Zeng, J","Univ Sci & Technol China, Key Lab Strongly Coupled Quantum Matter Phys, Natl Synchrotron Radiat Lab,Dept Chem Phys, Chinese Acad Sci,Hefei Natl Lab Phys Sci Microsca, Hefei, Anhui, Peoples R China; Chinese Acad Sci, Shanghai Inst Appl Phys, Shanghai Synchrotron Radiat Facil, Shanghai, Peoples R China"
285,"Melitz, W; Shen, J; Kummel, AC; Lee, S","Univ Calif San Diego, Dept Chem & Biochem, La Jolla, CA 92093 USA; Univ Calif San Diego, Mat Sci & Engn Program, La Jolla, CA 92093 USA"
286,"Rechtsman, MC; Zeuner, JM; Plotnik, Y; Lumer, Y; Podolsky, D; Dreisow, F; Nolte, S; Segev, M; Szameit, A","Technion Israel Inst Technol, Dept Phys, IL-32000 Haifa, Israel; Technion Israel Inst Technol, Inst Solid State, IL-32000 Haifa, Israel; Univ Jena, Abbe Ctr Photon, Inst Appl Phys, D-07743 Jena, Germany"
287,"Mahmoudi, M; Lynch, I; Ejtehadi, MR; Monopoli, MP; Bombelli, FB; Laurent, S","Pasteur Inst Iran, Natl Cell Bank, Tehran, Iran; Univ Tehran Med Sci, Fac Pharm, Nanotechnol Res Ctr, Tehran, Iran; Univ Coll Dublin, Sch Chem & Chem Biol, Dublin 4, Ireland; Univ Coll Dublin, Conway Inst Biomol & Biomed Res, Dublin 4, Ireland; Sharif Univ Technol, Dept Phys, Tehran, Iran; UEA, Sch Pharm, Norwich, Norfolk, England; Univ Mons, NMR & Mol Imaging Lab, Dept Gen Organ & Biomed Chem, B-7000 Mons, Belgium"
288,"Xiao, XD; Gao, YT; Zhang, LP; Zhang, JC; Zhang, Q; Li, Q; Bao, HL; Zhou, J; Miao, S; Chen, N; Wang, JQ; Jiang, BJ; Tian, CG; Fu, HG","Heilongjiang Univ, Minist Educ Peoples Republ China, Sch Chem & Mat Sci, Key Lab Funct Inorgan Mat Chem, Harbin 150080, Peoples R China; Kent State Univ, Dept Chem & Biochem, Kent, OH 44242 USA; Univ Sci & Technol China, Synerget Innovat Ctr Quantum Informat & Quantum P, Dept Chem Phys, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Anhui, Peoples R China; Chinese Acad Sci, Shanghai Inst Appl Phys, Shanghai 201800, Peoples R China; JEOL Beijing Co Ltd, 6 Zhongguancun Nansan St, Beijing 100080, Peoples R China; Chinese Acad Sci, Dalian Inst Chem Phys, Dalian 116023, Peoples R China; Univ Saskatchewan, Canadian Light Source, Saskatoon, SK S7N 2V3, Canada"
289,"Xiao, LX; Chen, ZJ; Qu, B; Luo, JX; Kong, S; Gong, QH; Kido, JJ","Peking Univ, State Key Lab Mesoscop Phys, Beijing 100871, Peoples R China; Peking Univ, Dept Phys, Beijing 100871, Peoples R China; Yamagata Univ, Dept Organ Device Engn, Yamagata 9928510, Japan"
290,"Fei, Z; Rodin, AS; Andreev, GO; Bao, W; McLeod, AS; Wagner, M; Zhang, LM; Zhao, Z; Thiemens, M; Dominguez, G; Fogler, MM; Castro Neto, AH; Lau, CN; Keilmann, F; Basov, DN","Univ Calif San Diego, Dept Phys, La Jolla, CA 92093 USA; Univ Calif Riverside, Dept Phys & Astron, Riverside, CA 92521 USA; Univ Maryland, Mat Res Sci & Engn Ctr, College Pk, MD 20742 USA; Boston Univ, Dept Phys, Boston, MA 02215 USA; Univ Calif San Diego, Dept Chem & Biochem, La Jolla, CA 92093 USA; Calif State Univ, Dept Phys, San Marcos, CA 92096 USA; Natl Univ Singapore, Graphene Res Ctr, Singapore 117542, Singapore; Natl Univ Singapore, Dept Phys, Singapore 117542, Singapore; Max Planck Inst Quantum Opt, D-85714 Garching, Germany; Ctr Nanosci, D-85714 Garching, Germany"
291,"Sun, ZH; Liu, ZK; Li, JH; Tai, GA; Lau, SP; Yan, F","Hong Kong Polytech Univ, Dept Appl Phys, Hong Kong, Hong Kong, Peoples R China; Hong Kong Polytech Univ, Mat Res Ctr, Hong Kong, Hong Kong, Peoples R China"
292,"Xia, Y; Qian, D; Hsieh, D; Wray, L; Pal, A; Lin, H; Bansil, A; Grauer, D; Hor, YS; Cava, RJ; Hasan, MZ","Princeton Univ, Joseph Henry Labs Phys, Dept Phys, Princeton, NJ 08544 USA; Princeton Univ, Princeton Ctr Complex Mat, Princeton, NJ 08544 USA; Shanghai Jiao Tong Univ, Dept Phys, Shanghai 200030, Peoples R China; Northeastern Univ, Dept Phys, Boston, MA 02115 USA; Princeton Univ, Dept Chem, Princeton, NJ 08544 USA; Princeton Univ, Princeton Inst Sci & Technol Mat, Princeton, NJ 08544 USA"
293,"Zhang, JR; Bai, DL; Jin, ZW; Bian, H; Wang, K; Sun, J; Wang, Q; Liu, SZ","Shaanxi Normal Univ, Shaanxi Engn Lab Adv Energy Technol, Key Lab Appl Surface & Colloid Chem,Minist Educ, Shaanxi Key Lab Adv Energy Devices,Sch Mat Sci &, Xian 710119, Shaanxi, Peoples R China; Dalian Inst Chem Phys, IChEM, Dalian Natl Lab Clean Energy, Dalian 116023, Peoples R China"
294,"Zou, SH; Liu, YS; Li, JH; Liu, CP; Feng, R; Jiang, FL; Li, YX; Song, JZ; Zeng, HB; Hong, MC; Chen, XY","Chinese Acad Sci, Fujian Inst Res Struct Matter, CAS Key Lab Design & Assembly Funct Nanostruct, CAS Key Lab Optoelectr Mat Chem & Phys, Fuzhou 350002, Fujian, Peoples R China; Chinese Acad Sci, Fujian Inst Res Struct Matter, State Key Lab Struct Chem, Fuzhou 350002, Fujian, Peoples R China; Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, Inst Optoelect & Nanomat, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Jiangsu, Peoples R China; Fuzhou Univ, Testing Ctr, Fuzhou 350002, Fujian, Peoples R China; Univ Chinese Acad Sci, Beijing 100049, Peoples R China; ShanghaiTech Univ, Sch Phys Sci & Technol, Shanghai 201210, Peoples R China; Chinese Acad Sci, Shanghai Inst Ceram, Shanghai 200050, Peoples R China"
295,"Tame, MS; McEnery, KR; Ozdemir, SK; Lee, J; Maier, SA; Kim, MS","Univ London Imperial Coll Sci Technol & Med, Dept Phys, Expt Solid State Grp, London SW7 2BW, England; Univ London Imperial Coll Sci Technol & Med, Dept Phys, Quantum Opt & Laser Sci Grp, London SW7 2BW, England; Washington Univ, Dept Elect & Syst Engn, St Louis, MO 63130 USA; Hanyang Univ, Dept Phys, Seoul 133791, South Korea"
296,"Fu, L; Kane, CL; Mele, EJ","Univ Penn, Dept Phys & Astron, Philadelphia, PA 19104 USA"
297,"Xu, SY; Belopolski, I; Alidoust, N; Neupane, M; Bian, G; Zhang, CL; Sankar, R; Chang, GQ; Yuan, ZJ; Lee, CC; Huang, SM; Zheng, H; Ma, J; Sanchez, DS; Wang, BK; Bansil, A; Chou, FC; Shibayev, PP; Lin, H; Jia, S; Hasan, MZ","Princeton Univ, Dept Phys, Lab Topol Quantum Matter & Spect B7, Princeton, NJ 08544 USA; Princeton Univ, Princeton Inst Sci & Technol Mat, Princeton Ctr Complex Mat, Princeton, NJ 08544 USA; Los Alamos Natl Lab, Condensed Matter & Magnet Sci Grp, Los Alamos, NM 87545 USA; Peking Univ, Sch Phys, Int Ctr Quantum Mat, Beijing, Peoples R China; Natl Taiwan Univ, Ctr Condensed Matter Sci, Taipei 10617, Taiwan; Natl Univ Singapore, Ctr Adv Mat 2D, Singapore 117546, Singapore; Natl Univ Singapore, Graphene Res Ctr, Singapore 117546, Singapore; Natl Univ Singapore, Dept Phys, Singapore 117542, Singapore; Oak Ridge Natl Lab, Quantum Condensed Matter Div, Oak Ridge, TN 37831 USA; Northeastern Univ, Dept Phys, Boston, MA 02115 USA; Princeton Univ, Princeton Inst Sci & Technol Mat, Princeton, NJ 08544 USA; Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China"
298,"Adachi, C; Baldo, MA; Thompson, ME; Forrest, SR","Princeton Univ, Dept Elect Engn, Ctr Photon & Optoelect Mat, Princeton, NJ 08544 USA"
299,"Rao, CNR; Gopalakrishnan, K; Govindaraj, A","Jawaharlal Nehru Ctr Adv Sci Res, Chem & Phys Mat Unit, Int Ctr Mat Sci, CSIR Ctr Excellence Chem, Bangalore 560064, Karnataka, India; Jawaharlal Nehru Ctr Adv Sci Res, Sheik Saqr Lab, Bangalore 560064, Karnataka, India; Indian Inst Sci, Solid State & Struct Chem Unit, Bangalore 566012, Karnataka, India"
300,"Kershaw, SV; Susha, AS; Rogach, AL","City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, Ctr Funct Photon CFP, Hong Kong, Hong Kong, Peoples R China"
301,"Gisin, N; Ribordy, GG; Tittel, W; Zbinden, H","Univ Geneva, Appl Phys Grp, CH-1211 Geneva 4, Switzerland"
302,"Chang, C; Chen, W; Chen, Y; Chen, YH; Chen, Y; Ding, F; Fan, CH; Fan, HJ; Fan, ZX; Gong, C; Gong, YJ; He, QY; Hong, X; Hu, S; Hu, WD; Huang, W; Huang, Y; Ji, W; Li, DH; Li, LJ; Li, Q; Lin, L; Ling, CY; Liu, MH; Liu, N; Liu, Z; Loh, KP; Ma, JM; Miao, F; Peng, HL; Shao, MF; Song, L; Su, S; Sun, S; Tan, CL; Tang, ZY; Wang, DS; Wang, H; Wang, JL; Wang, X; Wang, XR; Wee, ATS; Wei, ZM; Wu, YE; Wu, ZS; Xiong, J; Xiong, QH; Xu, WG; Yin, P; Zeng, HB; Zeng, ZY; Zhai, TY; Zhang, H; Zhang, H; Zhang, QC; Zhang, TR; Zhang, X; Zhao, LD; Zhao, MT; Zhao, WJ; Zhao, YX; Zhou, KG; Zhou, X; Zhou, Y; Zhu, HW; Zhang, H; Liu, ZF","IST Austria, Campus 1, A-3400 Klosterneuburg, Austria; Natl Univ Singapore, Dept Chem, 3 Sci Dr 3, Singapore 117543, Singapore; Chinese Univ Hong Kong, Dept Chem, Shatin, Hong Kong, Peoples R China; Nanjing Tech Univ, Key Lab Flexible Elect, Nanjing 211816, Peoples R China; Nanjing Tech Univ, Inst Adv Mat, Nanjing 211816, Peoples R China; Shanghai Univ, Sch Life Sci, Shanghai 200444, Peoples R China; Inst Basic Sci, Ctr Multidimens Carbon Mat, Ulsan 44919, South Korea; Shanghai Jiao Tong Univ, Sch Chem & Chem Engn, Shanghai 200240, Peoples R China; Nanyang Technol Univ, Sch Phys & Math Sci, Singapore 637371, Singapore; City Univ Hong Kong, Dept Chem, Kowloon, Hong Kong, Peoples R China; Univ Maryland, Dept Elect & Comp Engn, College Pk, MD 20742 USA; Univ Maryland, Quantum Technol Ctr, College Pk, MD 20742 USA; Beihang Univ, Sch Mat Sci & Engn, Beijing 100191, Peoples R China; City Univ Hong Kong, Dept Mat Sci & Engn, Kowloon, Hong Kong, Peoples R China; Univ Sci & Technol China, Ctr Adv Nanocatalysis Can, Dept Appl Chem, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Peoples R China; Xiamen Univ, Coll Chem & Chem Engn, Collaborat Innovat Ctr Chem Energy Mat iChEM, State Key Lab Phys Chem Solid Surfaces, Xiamen 361005, Peoples R China; Chinese Acad Sci, Shanghai Inst Tech Phys, State Key Lab Infrared Phys, Shanghai 200083, Peoples R China; Beijing Inst Technol, Adv Res Inst Multidisciplinary Sci, Beijing 100081, Peoples R China; Renmin Univ China, Dept Phys, Beijing Key Lab Optoelect Funct Mat & Micronano D, Beijing 100872, Peoples R China; Huazhong Univ Sci & Technol, Sch Opt & Elect Informat, Wuhan Natl Lab Optoelect, Wuhan 430074, Peoples R China; Univ Hong Kong, Dept Mech Engn, Pokfulam Rd, Hong Kong, Peoples R China; Southeast Univ, Sch Phys, Nanjing 211189, Peoples R China; Natl Univ Singapore, Dept Mat Sci & Engn, Singapore 117575, Singapore; Chinese Acad Sci, Inst Chem, CAS Key Lab Colloid Interface & Chem Thermodynam, Beijing 100190, Peoples R China; Beijing Normal Univ, Coll Chem, Beijing 100875, Peoples R China; Soochow Univ, Inst Funct Nano & Soft Mat FUNSOM, Jiangsu Key Lab Carbon Based Funct Mat & Devices, Suzhou 215123, Jiangsu, Peoples R China; Univ Elect Sci & Technol China, Sch Mat & Energy, Chengdu 611731, Peoples R China; Nanjing Univ, Sch Phys, Nanjing 210093, Peoples R China; Peking Univ, Coll Chem & Mol Engn, Ctr Nanochem CNC, Beijing Graphene Inst BGI,Beijing Natl Lab Mol Sc, Beijing 100871, Peoples R China; Beijing Univ Chem Technol, State Key Lab Chem Resource Engn, Beijing 100029, Peoples R China; Univ Sci & Technol China, CAS Ctr Excellence Nanosci, Natl Synchrotron Radiat Lab, Hefei 230029, Peoples R China; Nanjing Univ Posts & Telecommun, Inst Adv Mat IAM, State Key Lab Organ Elect & Informat Displays, Nanjing 210023, Peoples R China; Nanjing Univ Posts & Telecommun, Inst Adv Mat IAM, Jiangsu Key Lab Biosensors, Nanjing 210023, Peoples R China; Natl Univ Singapore, Dept Phys, 2 Sci Dr 3, Singapore 117551, Singapore; City Univ Hong Kong, Dept Elect Engn, Kowloon, Hong Kong, Peoples R China; Natl Ctr Nanosci & Technol, CAS Ctr Excellence Nanosci, CAS Key Lab Nanosyst & Hierarch Fabricat, Beijing 100190, Peoples R China; Tsinghua Univ, Dept Chem, Beijing 100084, Peoples R China; Nankai Univ, Coll Chem, Renewable Energy Convers & Storage Ctr RECAST, Key Lab Adv Energy Mat Chem,Minist Educ, Tianjin 300071, Peoples R China; Univ Sci & Technol China, iChEM Collaborat Innovat Ctr Chem Energy Mat, Sch Chem & Mat Sci, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Sch Elect Sci & Engn, Natl Lab Solid State Microstruct, Nanjing 210023, Peoples R China; Chinese Acad Sci, Inst Semicond, Beijing 100083, Peoples R China; Chinese Acad Sci, Dalian Inst Chem Phys, State Key Lab Catalysis, Dalian 116023, Liaoning, Peoples R China; Univ Elect Sci & Technol China, State Key Lab Elect Thin Film & Integrated Device, Chengdu 610054, Peoples R China; Tsinghua Univ, Dept Phys, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China; Nanjing Univ, Sch Chem & Chem Engn, Key Lab Mesoscop Chem, Nanjing 210023, Peoples R China; Shenzhen Univ, Inst Microscale Optoelect, Shenzhen 518060, Guangdong, Peoples R China; Nanjing Univ Sci & Technol, Coll Mat Sci & Engn, Met Key Lab Adv Display Mat & Devices, Nanjing 210094, Peoples R China; Huazhong Univ Sci & Technol, Sch Mat Sci & Engn, Wuhan 430074, Peoples R China; Chinese Acad Sci, Tech Inst Phys & Chem, Beijing 100190, Peoples R China; Univ Hong Kong, Fac Sci & Engn, Hong Kong, Peoples R China; Tianjin Univ, Inst Mol Aggregat Sci, Dept Chem, Tianjin Key Lab Mol Optoelect Sci, Tianjin 300072, Peoples R China; Tianjin Univ, Inst Mol Plus, Tianjin 300072, Peoples R China; Cent South Univ, Sch Phys & Elect, Hunan Key Lab Nanophoton & Devices, Changsha 410083, Peoples R China; Tsinghua Univ, Sch Mat Sci & Engn, State Key Lab New Ceram & Fine Proc, Beijing 100084, Peoples R China"
303,"Mao, D; Cui, XQ; Gan, XT; Li, MK; Zhang, WD; Lu, H; Zhao, JL","Northwestern Polytech Univ, Sch Sci, Key Lab Space Appl Phys & Chem, Minist Educ, Xian 710072, Shaanxi, Peoples R China; Northwestern Polytech Univ, Sch Sci, Shaanxi Key Lab Opt Informat Technol, Xian 710072, Shaanxi, Peoples R China"
304,"Zhao, F; Zhao, Y; Liu, Y; Chang, XL; Chen, CY; Zhao, YL","Chinese Acad Sci, CAS Key Lab Biomed Effects Nanomat & Nanosafety, Inst High Energy Phys, Beijing 100049, Peoples R China; Natl Ctr Nanosci & Technol China, Beijing 100190, Peoples R China"
305,"Gao, HH; Yang, HC; Xu, JZ; Zhang, SW; Li, JX","Univ Jinan, Sch Phys & Technol, Jinan 250022, Shandong, Peoples R China; Hefei Univ Technol, Sch Elect Engn & Automat, Hefei 230009, Anhui, Peoples R China; Chinese Acad Sci, Inst Plasma Phys, CAS Key Lab Photovolta & Energy Conservat Mat, POB 1126, Hefei 230031, Anhui, Peoples R China"
